time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2022-07-19 12:41:35.197 UTC, , , , , , , , , ,125,3213813,67960, , ,27, ,10, , , , , , , , ,16,27,7, , , ,14,24,7, ,4,2, , , , , , , , ,1, , , ,3213813,351170,7,336851,336851, , , , ,351225,24952438584,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351225,1658234493956,,, , , , , , , , , ,3145728,351170, , , , , , ,2, , ,1, , ,3, , ,2,1, , , , , , , ,2176,3, , , , , , , , , , ,260553952,4, , , , , , ,25, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,8, , , , , , , , , , , 
2022-07-19 12:41:35.452 UTC, , , , , , , , , ,125,3165205,19352, , ,3, ,25,3,0.12, , , , , , , ,3,3, ,2, ,2,1,4, ,36,22, , , , , , , , ,1, , , ,3165205,351669,8, ,351295, , , , ,351721,24952434488,23,23,23,23, , , , , ,43,3645, , , , , , , , , , , , , , , , , , , , , , , , , ,351721,1658234495291,,, , , , , , , , , ,3145728,351669, , , , , , ,30, , ,2, , ,3, , ,30, ,2048,1, , , , , ,790286,125, , , , , , ,3,739,9,558,275784112,4, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-07-19 12:42:35.458 UTC, , , , , , , , , ,125,3297245,150720,672, ,34,25,483,31,0.06, , , , , , , ,34,7, , ,25,27,13,21, ,104,96, , , , , , , , ,1, , , ,3297245,351669,8, ,351295, , , , ,352237,24946937656,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,352237,1658234495291,,, , , , , , , , , ,3145728,352207,14,14,3,14, , ,156,3,3,3,3, ,3,6, ,156,1, , , , , ,7, ,154934,166,516,3, , , , ,1,196,2,125,123465792,2, , , , , , ,1632, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,1202,409,12, , , , , , , , , , 
2022-07-19 12:43:35.463 UTC, , , , , , , , , ,125,3297245,150720,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3297245,351669,8, ,351295, , , , ,352237,24938094392,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,352237,1658234495291,,, , , , , , , , , ,3145728,352207,14,14,9,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,124783080,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 12:44:35.467 UTC, , , , , , , , , ,125,3297245,150720,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3297245,351669,8, ,351295, , , , ,352237,24939679544,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,352237,1658234495291,,, , , , , , , , , ,3145728,352207,18,18,14,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,126237504,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 12:45:35.469 UTC, , , , , , , , , ,125,3297245,150720,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3297245,351669,8, ,351295, , , , ,352237,24937275192,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,352237,1658234495291,,, , , , , , , , , ,3145728,352207,16,16,14,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,127871288, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 12:46:35.472 UTC, , , , , , , , , ,125,3297245,150720,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3297245,351669,8, ,351295, , , , ,352237,24936795960,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,352237,1658234495291,,, , , , , , , , , ,3145728,352207,19,19,16,19, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,129537624, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 12:47:35.476 UTC, , , , , , , , , ,125,3297245,150720,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3297245,351669,8, ,351295, , , , ,352237,24936009528,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,352237,1658234495291,,, , , , , , , , , ,3145728,352207,17,17,11,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,130874128, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 12:48:35.479 UTC, , , , , , , , , ,125,3297245,150720,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3297245,351669,8, ,351295, , , , ,352237,24935804728,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,352237,1658234495291,,, , , , , , , , , ,3145728,352207,18,18,16,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,132018496, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 12:49:35.481 UTC, , , , , , , , , ,125,3297245,150720,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3297245,351669,8, ,351295, , , , ,352237,24935800632,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,352237,1658234495291,,, , , , , , , , , ,3145728,352207,16,16,13,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,133033288,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 12:50:35.484 UTC, , , , , , , , , ,125,3311957,165432,672, ,37,1,110,3,0.03, , , , , , , ,37,7, , ,1,27,10,23, ,83,39, , , , , , , , ,1, , , ,3311957,351669,8, ,351295, , , , ,352237,24934645560,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,352237,1658234495291,,, , , , , , , , , ,3145728,352207,16,16,14,16, , ,43, , , , , ,3,3, ,43,1, , , , , , , ,11003,43, , , , , , , , , , ,306978232,1, , , , , , ,245, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,150,95,12, , , , , , , , , , 
2022-07-19 12:51:35.487 UTC, , , , , , , , , ,125,3331389,184864,672, ,41,2,141,4,0.03, , , , , , , ,41,8, , ,2,29,11,26, ,78,10, , , , , , , , ,1, , , ,3331389,351669,8, ,351295, , , , ,354725,24934350648,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,354725,1658234495291,,, , , , , , , , , ,3145728,354695,14,14,4,14, , ,17,8,8, ,8, ,3,11, ,17,1, , , , , , , ,15148,17,2488,8, , , , , , , , ,382583184,1, , , , , , ,311, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39, ,184,88,12, , , , , , , , , , 
2022-07-19 12:53:08.729 UTC, , , , , , , , , ,125,3193941,48088, , ,10,4,122,10,0.08,8, , , , , ,3,10,8, ,44,1,3,8,9, ,96,22, , , , , , , , ,1, , , ,3193941,360645,9,354796,354796,1,7,2,9,360700,24933973816,-1,-1,-1,-1, , , , , ,44,3687, , , , , , , , , , , , , , , , , , , , , , , , , ,360700,1658235187266,,, , , , , , , , , ,3145728,360645,3,3,1,3, , ,43,1,1,4,1, ,3,2, ,43, ,2048,1, , , ,1, ,840501,143,5975,1, , , , ,3,1075,11,740,255006200,7, , , , , , ,85, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-07-19 12:53:09.102 UTC, , , , , , , , , ,125,3195757,49904, , ,10, ,10, , , , , , , , ,2,10,8, , ,1,3,7,9, ,4,2, , , , , , , , ,1, , , ,3195757,360645,9,354796,354796, , , , ,360700,24933973816,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,360700,1658235187266,,, , , , , , , , , ,3145728,360645, , , , , , ,3, , ,1, , ,3, , ,3,1, , , , , , , ,4224,4, , , , , , , , , , ,277165808,7, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,8, , , , , , , , , , , 
2022-07-19 12:53:09.568 UTC, , , , , , , , , ,125,3165253,19400, , ,3,1,25,3,0.12, , , , , , , ,3,3, ,2,1,2,1,4, ,40,24, , , , , , , , ,1, , , ,3165253,361072,10, ,360770, , , , ,361124,24933932856,23,23,23,23, , , , , ,45,3715, , , , , , , , , , , , , , , , , , , , , , , , , ,361124,1658235189193,,, , , , , , , , , ,3145728,361072, , , , , , ,33, , ,2, , ,3, , ,33, ,2048,1, , , , , ,825292,132, , , , , , ,3,1075,11,740,292361688,7, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-07-19 12:54:10.287 UTC, , , , , , , , , ,125,3312965,166440,672, ,37,28,575,34,0.06, , , , , , , ,37,7, , ,28,28,10,23, ,175,138, , , , , , , , ,1, , , ,3312965,361072,10, ,360770, , , , ,361640,24926281528,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,361640,1658235189193,,, , , , , , , , , ,3145728,361610,19,19,7,19, , ,204,3,3,3,3, ,3,6, ,204,1, , , , , ,8, ,172428,215,516,3, , , , ,1,513,3,429,275951960,5, , , , , , ,1846, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,1328,496,12, , , , , , , , , , 
2022-07-19 12:55:10.290 UTC, , , , , , , , , ,125,3312965,166440,672, ,37, ,30, , , , , , , , , ,37,7, , , ,28,10,23, ,27, , , , , , , , , ,1, , , ,3312965,361072,10, ,360770, , , , ,361640,24925896504,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,361640,1658235189193,,, , , , , , , , , ,3145728,361610,17,17,10,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,304030824,2, , , , , , ,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,16,12, , , , , , , , , , 
2022-07-19 12:56:10.293 UTC, , , , , , , , , ,125,3312965,166440,672, ,37, ,27, , , , , , , , , ,37,7, , , ,28,10,23, ,28, , , , , , , , , ,1, , , ,3312965,361072,10, ,360770, , , , ,361640,24923524920,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,361640,1658235189193,,, , , , , , , , , ,3145728,361610,19,19,11,19, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,332583216,1, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39,15,12, , , , , , , , , , 
2022-07-19 12:57:10.314 UTC, , , , , , , , , ,125,3312965,166440,672, ,37, ,12, , , , , , , , , ,37,7, , , ,28,10,23, , , , , , , , , , , ,1, , , ,3312965,361072,10, ,360770, , , , ,361640,24919473976,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,361640,1658235189193,,, , , , , , , , , ,3145728,361610,18,18,16,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,334565456,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 12:58:10.332 UTC, , , , , , , , , ,125,3312965,166440,672, ,37, ,12, , , , , , , , , ,37,7, , , ,28,10,23, , , , , , , , , , , ,1, , , ,3312965,361072,10, ,360770, , , , ,361640,24919047992,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,361640,1658235189193,,, , , , , , , , , ,3145728,361610,17,17,10,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,336346824,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 12:59:10.337 UTC, , , , , , , , , ,125,3312965,166440,672, ,37, ,12, , , , , , , , , ,37,7, , , ,28,10,23, , , , , , , , , , , ,1, , , ,3312965,361072,10, ,360770, , , , ,361640,24908787512,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,361640,1658235189193,,, , , , , , , , , ,3145728,361610,13,13,13,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,337254896,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 13:00:10.373 UTC, , , , , , , , , ,125,3312965,166440,672, ,37, ,12, , , , , , , , , ,37,7, , , ,28,10,23, , , , , , , , , , , ,1, , , ,3312965,361072,10, ,360770, , , , ,361640,24907108152,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,361640,1658235189193,,, , , , , , , , , ,3145728,361610,13,13,12,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,339332216,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 13:01:10.377 UTC, , , , , , , , , ,589,3337669,190680,672, ,42,2,173,4,0.02, , , , , , , ,42,8, , ,2,30,11,27, ,119,14, , , , , , , , ,1, , , ,3337669,361072,10, ,360770, , , , ,368190,24907935544,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,368190,1658235189193,,, , , , , , , , , ,3145728,368160,16,16,6,16, , ,21,5,5, ,5, ,3,8, ,21,1, , , , , , , ,15376,21,6550,5, , , , , , , , ,463324768,1, , , , , , ,471, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38, ,317,116,14, , , , , , , , , , 
2022-07-19 13:02:10.392 UTC, , , , , , , , , ,589,3337669,190680,672, ,42, ,41, , , , , , , , , ,42,8, , , ,30,11,27, ,44, , , , , , , , , ,1, , , ,3337669,361072,10, ,360770, , , , ,368190,24907407160,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,368190,1658235189193,,, , , , , , , , , ,3145728,368160,18,18,16,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , ,1,52,123850912,1, , , , , , ,164, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,135,29,12, , , , , , , , , , 
2022-07-19 13:03:10.395 UTC, , , , , , , , , ,589,3337669,190680,672, ,42, ,16, , , , , , , , , ,42,8, , , ,30,11,27, ,5, , , , , , , , , ,1, , , ,3337669,361072,10, ,360770, , , , ,368190,24907624248,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,368190,1658235189193,,, , , , , , , , , ,3145728,368160,18,18,10,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,127595544,1, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,4,12, , , , , , , , , , 
2022-07-19 13:04:35.481 UTC, , , , , , , , , ,125,3189565,43712, , ,8,4,124,8,0.06,2, , , , , ,1,8,7, ,43,3,2,6,8, ,101,24, , , , , , , , ,1, , , ,3189565,374394,11,368261,368261,1,3,4,10,374449,24909430584,-1,-1,-1,-1, , , , , ,45,3759, , , , , , , , , , , , , , , , , , , , , , , , , ,374449,1658235874576,,, , , , , , , , , ,3145728,374394,4,4,2,4, , ,43,1,1,4,1, ,3,2, ,43, ,2048,1, , , , , ,849868,144,6259,1, , , , ,3,780,9,505,275152376,5, , , , , , ,85, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-07-19 13:04:35.842 UTC, , , , , , , , , ,125,3189565,43712, , ,8, ,10, , , , , , , , ,1,8,7, , , ,2,5,8, ,4,2, , , , , , , , ,1, , , ,3189565,374394,11,368261,368261, , , , ,374449,24909430584,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,374449,1658235874576,,, , , , , , , , , ,3145728,374394, , , , , , ,2, , ,1, , ,3, , ,2,1, , , , , , , ,2176,3, , , , , , , , ,1,65,81260104,5, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,8, , , , , , , , , , , 
2022-07-19 13:04:36.187 UTC, , , , , , , , , ,125,3165325,19472, , ,3,1,25,3,0.12,1, , , , , , ,3,3, ,2,1,2,1,4, ,44,26, , , , , , , , ,1, , , ,3165325,374804,12, ,374519, , , , ,374856,24909426488,22,22,22,22, , , , , ,46,3783, , , , , , , , , , , , , , , , , , , , , , , , , ,374856,1658235875946,,, , , , , , , , , ,3145728,374804, , , , , , ,35, , ,2, , ,3, , ,35, ,2048,1, , , , , ,841866,136, , , , , , ,3,780,10,570,98369512,5, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-07-19 13:05:36.194 UTC, , , , , , , , , ,125,3317533,171008,672, ,38,28,577,35,0.06, , , , , , , ,38,7, , ,28,27,10,23, ,180,146, , , , , , , , ,1, , , ,3317533,374804,12, ,374519, , , , ,375372,24901701432,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,375372,1658235875946,,, , , , , , , , , ,3145728,375342,17,17,6,17, , ,213,3,3,4,3, ,3,6, ,213,1, , , , , ,7, ,171964,223,516,3, , , , ,1,218,2,244,305290560,4, , , , , , ,1855, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,1334,500,12, , , , , , , , , , 
2022-07-19 13:06:36.197 UTC, , , , , , , , , ,125,3317533,171008,672, ,38, ,12, , , , , , , , , ,38,7, , , ,27,10,23, , , , , , , , , , , ,1, , , ,3317533,374804,12, ,374519, , , , ,375372,24897314616,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,375372,1658235875946,,, , , , , , , , , ,3145728,375342,17,17,10,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,306556720,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 13:07:36.200 UTC, , , , , , , , , ,125,3317533,171008,672, ,38, ,12, , , , , , , , , ,38,7, , , ,27,10,23, , , , , , , , , , , ,1, , , ,3317533,374804,12, ,374519, , , , ,375372,24896933688,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,375372,1658235875946,,, , , , , , , , , ,3145728,375342,16,16,9,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,308039504, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 13:08:36.203 UTC, , , , , , , , , ,125,3317533,171008,672, ,38, ,12, , , , , , , , , ,38,7, , , ,27,10,23, , , , , , , , , , , ,1, , , ,3317533,374804,12, ,374519, , , , ,375372,24895438648,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,375372,1658235875946,,, , , , , , , , , ,3145728,375342,17,17,13,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,313085776,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 13:09:36.206 UTC, , , , , , , , , ,125,3336661,190136,672, ,42,1,115,4,0.03, , , , , , , ,42,8, , ,1,29,11,27, ,66,13, , , , , , , , ,1, , , ,3336661,374804,12, ,374519, , , , ,376976,24895258424,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,376976,1658235875946,,, , , , , , , , , ,3145728,376946,18,18,8,18, , ,19,3,3, ,3, ,3,6, ,19,1, , , , , , , ,13268,19,1604,3, , , , , , , , ,406556288,1, , , , , , ,287, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21, ,187,75,12,2, , , , , , , , , 
2022-07-19 13:10:36.209 UTC, , , , , , , , , ,125,3336661,190136,672, ,42, ,12, , , , , , , , , ,42,8, , , ,29,11,27, , , , , , , , , , , ,1, , , ,3336661,374804,12, ,374519, , , , ,376976,24884989752,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,376976,1658235875946,,, , , , , , , , , ,3145728,376946,13,13,4,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,408633048,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 13:11:36.212 UTC, , , , , , , , , ,589,3348365,201376,672, ,43, ,339, , , , , , , , , ,43,8, , , ,30,11,26, ,230,1, , , , , , , , ,1, , , ,3348365,374804,12, ,374519, , , , ,380113,24886247224,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,380113,1658235875946,,, , , , , , , , , ,3145728,390982,13,13,4,13, , ,1,12,12, ,12, ,3,15, ,1,1, , , , , , , ,61,1,14036,12, , , , , , ,1,38,213316048,1, , , , , , ,876, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46, ,110, ,476,162,12, , , , , , , , , , 
2022-07-19 13:12:36.214 UTC, , , , , , , , , ,589,3356997,210008,672, ,44, ,196, , , , , , , , , ,44,8, , , ,30,11,26, ,167, , , , , , , , , ,1, , , ,3356997,374804,12, ,374519, , , , ,400909,24884383544,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,400909,1658235875946,,, , , , , , , , , ,3145728,400879,19,19,6,19, , , ,6,6, ,6, ,3,9, , ,1, , , , , , , , , ,9897,6, , , , , , , , ,436972744, , , , , , , ,507, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,76, ,326,103,12, , , , , , , , , , 
